POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA6000,37,30,65,79,79,157,11,10,23,12,15,29,100,111,211,39,43,80,11,13,21,22,18,35,71,69,146,41,47,89,83,120,206,7,14,25,62,64,134,0,0,0,202,252,454,213,229,440,161,128,290,21,28,47,124,127,250,4,0,3,522,509,1033,64,135,205,49,103,150,0,3,3,114,242,355,997,821,1814,2049,2035,4081
POA6003,8,5,12,33,20,54,3,13,16,0,8,5,38,38,75,13,22,35,3,4,4,4,0,3,17,27,49,18,9,22,22,35,57,0,7,7,10,24,36,0,0,0,51,72,117,33,48,81,39,28,69,3,9,7,37,38,74,0,0,0,110,122,233,17,13,35,6,14,22,0,0,0,28,29,58,352,303,656,600,597,1195
POA6004,24,20,44,37,40,77,15,22,33,11,20,33,66,78,146,32,25,50,33,25,60,25,26,55,87,75,162,37,39,77,77,104,188,10,11,20,46,84,126,0,3,3,172,240,413,190,219,407,130,131,260,15,26,38,92,95,191,3,3,4,432,475,904,57,53,107,51,73,123,0,0,0,103,124,226,835,744,1581,1711,1767,3476
POA6005,10,17,20,35,39,73,7,8,17,5,8,11,47,52,95,25,24,53,6,4,11,8,13,14,37,40,78,13,8,17,31,49,81,7,10,14,25,44,72,0,0,0,72,109,184,91,91,181,65,58,125,11,13,23,69,61,129,0,0,0,241,215,454,22,24,47,24,35,55,0,0,0,40,55,101,398,340,737,848,832,1682
POA6006,53,42,95,254,215,476,74,69,139,22,23,42,347,309,659,90,99,188,68,53,125,31,43,69,186,199,385,14,18,26,11,30,42,13,13,24,28,16,43,0,0,0,59,76,140,105,128,234,70,58,124,16,13,28,71,88,160,0,3,3,258,293,548,11,10,16,20,25,42,0,0,0,25,35,57,286,268,560,1219,1221,2440
POA6007,43,33,81,183,159,337,44,33,71,15,19,36,237,212,448,42,46,90,28,36,64,33,30,64,102,117,217,25,14,40,23,13,38,3,8,11,27,35,58,0,0,0,78,76,152,85,102,185,53,71,118,12,19,30,75,86,157,0,0,0,221,274,493,7,9,17,10,31,41,0,0,0,18,35,56,284,297,578,981,1047,2032
POA6008,107,93,204,434,422,861,33,42,76,79,55,129,549,514,1063,253,262,519,40,57,105,126,119,246,425,442,863,14,8,23,20,24,47,13,9,14,21,38,62,4,0,4,69,83,153,262,282,549,154,149,300,22,32,57,103,175,277,3,3,3,542,646,1188,13,13,27,32,51,83,0,0,0,43,66,109,555,622,1171,2293,2462,4756
POA6009,113,107,222,525,476,1000,95,82,177,189,193,377,805,752,1553,164,156,318,63,65,129,425,405,834,658,622,1277,31,17,47,12,10,30,14,9,29,19,28,50,0,0,0,84,66,152,1370,1332,2702,522,348,866,69,44,113,98,129,233,3,7,15,2063,1864,3930,12,22,36,21,35,59,0,0,0,38,55,94,470,440,910,4233,3909,8143
POA6010,102,86,192,399,341,733,114,127,239,200,169,371,714,634,1346,156,144,303,133,153,289,619,358,981,918,654,1571,20,12,33,9,9,24,21,4,24,26,55,78,0,0,0,74,83,159,411,369,785,95,119,217,40,46,88,95,144,239,0,5,10,649,681,1328,3,12,12,33,34,71,0,3,4,37,49,85,605,628,1230,3084,2819,5907
POA6011,58,45,102,213,203,415,14,23,38,124,164,285,359,379,736,64,41,103,35,40,74,265,394,660,359,480,837,5,3,10,6,11,15,9,8,14,12,18,32,0,0,0,34,36,68,177,164,343,34,51,87,13,26,34,54,80,132,0,0,0,280,327,604,9,4,19,8,26,31,0,0,0,16,36,55,305,303,608,1411,1610,3015
POA6012,53,44,101,198,189,385,29,56,87,70,125,195,296,373,668,73,47,120,46,125,169,198,327,525,316,506,817,8,10,18,11,19,28,10,5,17,9,26,35,0,0,0,42,55,99,171,195,367,56,87,142,17,15,29,56,71,127,0,0,0,301,365,669,7,8,16,9,23,35,0,0,0,19,34,51,368,383,750,1385,1756,3144
POA6014,176,151,325,799,754,1554,185,154,342,149,129,282,1135,1043,2181,282,244,531,207,205,411,263,216,481,751,670,1420,33,32,63,55,55,108,33,21,48,35,88,125,0,0,0,156,190,347,359,349,709,147,158,303,47,53,100,139,168,311,8,5,5,693,734,1428,25,23,48,34,60,96,0,0,0,56,89,144,597,549,1145,3560,3435,6990
POA6015,38,25,63,184,179,360,71,67,142,114,91,207,371,335,710,67,79,141,72,88,157,226,178,396,359,345,701,7,7,11,3,3,6,10,8,21,5,4,6,0,0,0,21,22,46,165,168,340,11,27,39,25,11,35,20,41,60,0,4,4,219,252,470,3,3,3,7,21,29,0,0,0,11,21,28,150,158,313,1174,1156,2337
POA6016,69,82,150,364,312,677,92,86,172,31,28,66,482,426,912,152,169,323,81,54,134,35,55,87,271,277,541,12,25,39,38,40,78,12,9,16,15,32,48,0,0,0,84,111,191,131,145,274,94,80,177,16,30,42,57,98,156,0,0,0,298,354,652,24,22,53,17,45,64,0,0,0,44,71,110,307,326,630,1550,1640,3191
POA6017,20,14,36,48,64,112,12,24,32,3,5,13,64,92,157,18,26,41,26,20,43,0,4,6,42,45,93,13,6,16,20,30,57,8,7,8,20,21,42,0,0,0,55,69,121,67,58,126,45,51,95,12,6,16,23,25,48,0,3,4,146,137,283,9,12,25,13,18,32,0,0,0,22,28,55,193,149,341,548,532,1075
POA6018,234,234,472,1041,1046,2087,449,385,837,173,190,361,1660,1617,3282,585,571,1155,296,300,597,306,493,793,1183,1368,2554,54,50,106,50,62,112,72,29,99,118,125,241,3,0,4,295,267,562,460,570,1028,145,231,374,78,62,138,197,306,503,3,4,4,880,1169,2052,32,42,78,51,118,171,3,0,3,88,160,249,1135,1302,2438,5489,6120,11606
POA6019,121,114,237,527,469,993,172,161,335,89,74,167,791,701,1489,288,256,546,157,148,297,354,93,454,799,497,1298,27,31,63,38,62,92,43,26,70,89,110,201,0,0,3,199,231,435,254,273,533,88,129,220,50,53,97,160,227,383,4,4,8,557,681,1242,22,30,50,49,89,136,0,4,4,75,120,191,793,765,1555,3338,3112,6445
POA6020,138,98,240,659,609,1262,229,241,476,115,133,241,1000,983,1980,308,287,591,210,216,430,243,264,510,763,761,1530,27,29,54,11,26,41,50,7,58,37,57,89,0,0,0,123,121,240,310,282,596,46,63,110,45,52,93,92,141,230,0,0,3,493,539,1027,7,8,20,29,55,80,0,0,3,33,65,102,491,431,921,3047,2994,6041
POA6021,105,133,237,345,351,697,319,302,627,80,74,158,747,727,1474,184,181,366,262,245,509,74,62,137,523,489,1013,52,39,91,28,56,86,49,24,75,43,76,121,0,0,3,177,196,372,277,277,548,77,81,162,28,28,56,63,100,161,0,3,3,445,484,932,26,21,46,37,59,103,3,0,4,68,82,146,656,763,1416,2714,2878,5593
POA6022,24,35,56,163,158,321,35,39,75,28,18,51,228,225,451,78,78,154,28,27,51,31,24,51,134,127,256,10,11,23,9,10,18,12,6,16,12,17,31,0,0,3,41,42,84,49,43,90,17,20,37,7,6,18,25,23,51,0,0,0,93,100,194,5,4,12,4,19,28,0,0,0,6,31,38,112,112,228,648,659,1314
POA6023,122,97,220,666,616,1281,129,97,224,96,108,209,897,825,1717,370,300,672,93,73,171,169,166,341,635,539,1174,20,16,37,4,8,18,47,12,56,41,35,75,0,3,3,116,79,191,205,224,427,36,51,91,21,30,52,68,122,185,4,0,5,329,421,753,6,10,18,15,31,54,0,0,0,26,44,69,285,270,556,2409,2279,4684
POA6024,87,89,179,419,410,828,97,96,189,60,52,109,571,558,1133,292,249,542,68,78,144,91,73,161,448,400,852,23,26,51,12,22,39,33,18,54,39,61,101,4,0,4,112,131,244,108,123,235,38,51,86,10,16,27,43,101,146,0,3,4,208,285,488,10,7,24,19,34,57,0,4,4,32,46,79,306,293,597,1767,1798,3563
POA6025,186,185,372,848,797,1649,316,281,602,236,249,478,1400,1329,2731,457,430,885,213,229,446,358,346,708,1030,1008,2035,47,46,89,15,36,51,86,37,128,73,95,170,3,0,3,224,213,436,410,446,851,87,133,219,39,69,112,106,191,294,0,3,4,636,848,1483,15,23,36,57,76,133,3,0,3,72,93,167,749,686,1434,4312,4358,8664
POA6026,146,111,254,811,744,1561,138,146,281,114,127,240,1069,1018,2088,576,509,1082,134,139,273,176,174,354,886,820,1709,34,40,72,14,17,30,69,25,95,48,78,126,0,3,3,165,157,322,284,333,620,52,89,142,45,53,101,73,142,212,0,4,5,459,620,1076,10,27,33,24,57,82,0,0,3,33,91,120,384,385,773,3144,3202,6346
POA6027,254,234,491,1294,1202,2488,280,291,565,200,204,409,1769,1693,3464,737,748,1480,328,367,699,339,316,658,1405,1424,2832,105,84,191,55,98,152,135,56,195,93,153,245,3,0,3,391,391,780,674,754,1421,247,253,499,82,115,195,177,318,497,4,8,11,1184,1448,2633,45,52,96,58,111,171,3,0,4,102,165,267,1119,1017,2132,6219,6382,12604
POA6028,150,124,276,729,660,1389,238,283,524,216,210,425,1187,1149,2337,520,474,989,243,238,485,329,309,630,1092,1016,2103,73,66,132,12,33,51,95,37,137,41,76,123,0,0,3,220,219,440,341,425,768,59,90,151,44,75,119,84,128,208,0,3,3,521,724,1247,23,21,43,29,63,96,0,0,0,55,82,137,439,359,801,3665,3682,7354
POA6029,7,18,27,84,68,145,30,37,68,13,31,48,130,136,264,25,24,52,34,45,75,41,70,111,99,135,240,5,3,9,3,3,8,0,4,8,5,6,14,0,0,0,17,12,31,45,49,91,3,10,13,3,6,10,15,14,29,0,0,0,66,75,141,0,5,5,0,8,8,0,0,0,8,11,15,64,60,123,386,445,830
POA6030,290,241,523,1341,1259,2606,293,259,554,354,316,672,1988,1837,3829,873,766,1635,294,303,603,485,449,929,1647,1517,3168,101,104,201,55,105,152,135,66,194,95,163,253,7,4,13,384,436,818,370,438,809,96,167,258,57,89,146,106,212,323,3,0,5,633,904,1540,33,64,102,54,138,197,0,3,6,93,204,302,1336,1428,2766,6370,6573,12945
POA6031,127,105,230,708,693,1405,193,178,370,96,85,185,1004,959,1964,397,405,805,114,109,225,120,153,277,637,666,1300,31,51,90,20,49,65,63,43,108,53,65,115,0,0,0,167,206,376,147,189,339,57,86,145,18,33,46,63,110,173,0,7,7,279,420,700,22,31,54,31,66,101,0,0,0,53,103,158,473,435,905,2740,2897,5638
POA6032,0,0,3,3,3,7,0,0,0,3,0,4,8,8,10,5,3,5,0,0,0,0,3,3,3,7,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,0,3,3,6,12,16,23,28,49
POA6033,0,0,0,3,5,10,8,8,14,12,5,12,18,15,40,7,0,7,6,4,14,4,6,10,25,16,35,6,0,6,0,0,3,4,0,4,0,0,0,0,0,0,13,3,15,5,4,8,0,0,0,0,0,0,0,3,3,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,3,27,23,52,93,63,153
POA6034,10,10,21,59,62,121,7,7,11,18,12,35,86,82,163,34,31,62,5,5,19,8,8,19,47,43,96,0,6,6,0,0,3,5,3,9,0,7,7,0,0,0,13,13,27,6,11,20,3,9,12,3,6,8,5,16,20,0,0,0,15,34,52,4,3,8,0,10,10,0,0,0,4,14,13,72,71,143,250,267,518
POA6035,87,67,150,403,364,763,36,20,54,78,50,126,514,432,946,189,167,360,39,57,93,36,45,81,271,266,534,14,27,46,6,19,23,30,16,39,22,36,55,0,0,0,64,96,166,21,51,78,14,32,42,5,10,12,20,51,68,0,0,0,63,148,208,9,11,21,15,39,53,0,0,0,17,54,70,446,440,887,1459,1503,2963
POA6036,128,110,239,695,642,1336,116,130,245,97,90,190,911,861,1768,444,415,858,153,169,320,98,91,190,692,674,1367,37,55,91,16,30,41,58,31,84,34,67,96,4,0,3,145,172,323,87,152,246,41,78,118,17,24,41,47,75,120,4,0,6,195,331,532,13,16,33,19,45,62,0,0,0,30,68,93,722,765,1487,2832,2981,5808
POA6037,16,25,42,139,103,242,8,3,12,17,16,37,164,120,286,49,35,86,16,15,34,18,13,37,88,68,153,5,4,11,0,0,0,7,5,17,3,14,16,0,0,0,22,28,48,12,22,37,3,9,15,0,0,0,3,12,11,0,0,0,19,43,61,0,3,4,0,18,16,0,0,0,3,19,21,171,168,331,491,471,956
POA6038,50,45,103,239,208,450,41,35,72,63,61,128,339,310,648,113,111,223,24,29,55,36,21,60,173,164,340,17,13,34,7,11,18,18,16,30,29,30,56,0,0,0,67,66,133,33,48,81,11,36,46,8,25,28,32,48,80,0,0,0,83,155,237,7,9,17,12,18,32,0,0,0,13,27,40,273,269,537,1001,1044,2044
POA6041,8,10,14,48,49,101,3,0,4,5,8,14,58,63,116,22,31,55,11,12,24,8,7,13,48,46,93,3,4,9,0,3,4,0,3,5,0,3,8,0,0,0,7,15,19,3,3,8,0,3,7,0,0,0,0,10,11,0,0,0,10,18,21,8,3,5,0,3,3,0,0,0,8,3,10,70,81,153,205,230,434
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,4,7
POA6043,0,0,0,4,11,10,0,0,0,0,0,0,4,11,10,3,3,8,0,5,3,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,22,15,35,39,31,70
POA6044,0,3,5,38,33,70,0,0,0,0,0,0,38,33,71,26,14,36,0,3,4,9,6,14,28,25,57,0,0,0,0,0,0,3,0,3,0,7,5,0,0,0,4,7,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,4,4,0,0,0,0,4,4,71,44,117,155,115,265
POA6050,76,59,139,293,264,561,121,90,213,74,105,176,489,456,946,132,135,268,136,87,222,116,307,419,386,527,911,28,26,57,28,40,63,16,6,24,42,48,85,0,0,0,112,122,235,339,376,712,120,140,265,30,47,77,105,142,253,3,3,3,604,707,1310,10,24,37,24,59,83,0,0,0,38,84,120,662,763,1429,2363,2729,5086
POA6051,59,54,109,255,241,496,58,52,108,42,36,70,353,327,682,101,93,197,41,39,84,25,28,52,167,165,335,42,25,66,84,68,151,18,17,41,49,70,121,0,0,0,198,180,379,133,182,315,97,123,226,17,35,49,105,149,258,3,5,9,365,489,846,24,27,52,45,41,90,0,0,0,71,66,138,570,470,1041,1769,1751,3521
POA6052,66,68,134,240,195,429,169,141,311,39,54,96,446,390,838,136,134,272,141,100,238,45,85,134,321,318,640,20,17,38,15,34,51,21,13,31,33,34,73,0,0,0,92,95,187,157,187,345,63,68,128,21,28,43,76,96,173,0,0,0,316,382,699,18,16,35,16,42,60,0,0,0,40,57,102,354,388,741,1640,1701,3340
POA6053,78,78,154,327,282,609,196,202,401,43,48,93,561,539,1102,159,156,317,141,147,294,53,62,117,357,371,726,35,23,61,37,44,80,24,13,35,47,70,116,3,0,4,144,158,304,162,159,322,60,66,127,25,23,52,73,143,222,0,3,3,328,395,724,12,11,27,30,57,83,3,0,3,44,69,115,434,485,924,1952,2091,4042
POA6054,110,100,210,555,481,1035,187,157,350,96,101,192,834,742,1580,341,278,618,156,167,320,129,104,231,619,552,1167,58,41,98,24,51,77,49,26,74,66,87,150,0,3,3,195,205,398,185,207,389,65,90,159,29,44,76,84,153,245,0,3,0,366,496,863,24,22,45,36,55,91,0,0,0,56,80,139,709,734,1449,2897,2910,5810
POA6055,147,152,301,503,486,993,185,159,348,209,174,380,904,820,1719,280,276,554,113,134,248,290,155,451,680,573,1254,48,40,94,25,44,72,45,24,74,70,89,166,0,0,0,199,204,402,141,194,338,70,115,185,21,45,65,100,150,249,0,6,5,331,510,844,27,30,64,51,75,129,0,0,0,86,110,189,744,1133,1876,3096,3491,6588
