POA_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA6000,26,6,130,40,17,23,9,21,5,277,0,0,6,3,0,3,0,4,0,12,11,23,4,11,10,3,3,3,0,73,7,29,12,13,8,10,3,24,14,108,727,2081,553,458,556,221,73,277,73,5018
POA6003,12,0,50,15,9,4,3,3,0,109,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,5,0,0,0,22,0,3,0,7,3,0,3,0,0,22,229,600,173,168,154,93,28,89,25,1558
POA6004,35,11,124,41,18,15,3,20,0,267,4,0,0,11,0,0,3,3,0,15,5,17,5,3,8,4,0,0,6,47,4,11,17,12,4,5,4,12,16,97,786,1874,534,427,473,223,73,261,85,4732
POA6005,23,4,51,21,8,7,0,3,0,126,0,0,0,0,0,0,0,5,0,7,3,19,0,0,3,0,0,0,4,33,3,0,8,3,0,0,0,0,8,27,359,1202,221,216,285,129,41,108,33,2589
POA6006,18,11,66,24,17,7,0,11,0,158,0,0,0,0,0,0,0,0,0,3,6,17,0,3,7,4,3,3,3,49,10,13,5,7,0,5,0,8,10,55,588,1648,393,272,390,165,50,113,33,3652
POA6007,17,7,54,16,12,6,3,8,0,119,0,0,3,0,0,0,0,3,0,9,9,14,0,4,6,0,3,3,0,40,3,0,5,6,3,3,0,4,6,34,488,1654,292,238,313,148,54,95,41,3324
POA6008,20,9,49,31,18,12,0,4,0,148,0,0,0,4,3,3,0,0,0,7,14,27,0,4,8,3,3,3,4,71,11,28,14,7,3,12,0,3,11,87,1052,3413,393,375,586,262,39,125,83,6326
POA6009,15,7,30,23,10,7,0,4,0,93,0,0,0,0,0,0,0,0,0,3,11,23,0,4,11,4,0,0,0,60,11,15,3,3,5,0,0,3,17,65,1059,3442,251,336,614,291,72,143,88,6294
POA6010,26,3,47,21,10,13,0,3,0,129,0,0,0,0,0,0,0,0,0,0,17,30,5,7,9,3,0,3,0,77,16,19,8,6,9,13,0,3,14,85,1174,3023,316,383,570,304,46,96,86,5995
POA6011,10,0,19,11,10,8,0,3,0,63,0,0,0,0,0,0,0,0,0,0,13,16,9,4,3,3,0,0,3,47,5,10,4,3,3,3,0,5,4,35,763,1841,177,167,290,155,20,56,75,3548
POA6012,19,3,32,17,7,3,0,9,0,91,0,0,0,0,0,0,0,0,0,4,17,14,0,5,9,10,0,0,3,53,11,12,3,3,4,4,0,3,3,40,611,1448,232,254,328,155,36,98,50,3210
POA6014,30,8,101,25,28,12,3,20,0,220,0,0,0,3,0,0,0,8,0,16,17,25,7,7,13,3,5,11,6,98,14,24,14,11,17,3,3,7,10,96,1386,3764,629,586,826,360,114,312,86,8064
POA6015,11,0,13,0,0,6,0,0,0,37,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,16,3,0,0,6,0,0,0,0,6,20,506,1126,121,99,220,106,9,40,44,2270
POA6016,24,6,75,15,21,13,6,9,0,174,0,0,0,0,0,0,0,0,0,3,0,17,3,10,11,3,0,3,0,57,11,7,4,5,5,9,4,6,4,53,602,1766,422,349,394,211,105,260,39,4144
POA6017,10,0,34,19,14,7,3,7,0,97,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,19,3,3,3,3,3,3,3,9,3,35,170,462,240,222,205,111,70,153,16,1644
POA6018,79,19,174,82,77,71,20,33,6,552,0,0,0,0,3,0,0,0,0,9,33,34,12,11,25,8,4,7,5,143,17,34,39,30,28,13,5,20,37,222,2190,5752,1842,1111,1596,710,264,411,168,14036
POA6019,37,24,134,63,42,33,16,27,0,380,0,3,0,0,0,0,0,0,0,5,22,28,7,16,8,8,0,5,3,107,24,25,24,10,16,12,6,13,15,150,1475,3542,1296,840,946,499,176,346,100,9227
POA6020,33,7,74,41,46,30,14,13,4,256,0,0,0,0,0,0,0,0,0,7,20,23,11,8,10,3,0,3,0,70,14,17,16,7,3,12,7,5,17,100,1347,2958,938,570,838,406,142,185,115,7493
POA6021,42,10,151,49,42,36,25,24,4,381,0,0,0,0,0,3,0,4,0,12,0,7,10,0,10,6,3,3,0,48,15,11,35,10,20,19,9,15,16,149,826,2069,1147,579,809,438,236,317,92,6512
POA6022,8,3,31,14,14,12,3,17,3,108,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,3,3,22,4,0,6,3,8,4,0,3,12,37,182,551,328,181,205,81,50,61,22,1671
POA6023,22,9,59,25,31,22,3,9,0,183,0,0,0,0,0,0,0,0,0,3,10,17,10,10,5,3,7,4,0,65,5,16,11,12,9,10,0,3,19,80,861,2096,762,494,636,256,104,171,74,5460
POA6024,33,7,62,33,25,21,13,9,0,205,0,0,5,0,0,0,0,0,0,11,3,7,10,4,14,3,0,0,0,41,11,14,16,11,9,11,10,9,15,103,530,1433,862,463,548,235,144,198,71,4473
POA6025,55,18,163,75,68,49,20,39,5,495,0,0,0,3,4,0,0,0,0,7,16,24,14,24,15,3,6,8,0,110,18,21,47,17,32,12,12,25,37,232,1516,3303,2025,1035,1303,529,287,437,145,10588
POA6026,39,12,106,50,53,56,18,33,3,358,0,3,0,0,0,0,0,0,0,6,12,15,10,9,13,4,7,0,3,73,11,6,25,18,26,14,6,8,12,120,1027,2472,1328,796,1012,451,204,290,74,7649
POA6027,64,27,235,147,125,98,35,66,3,793,0,0,3,0,3,3,0,3,0,13,26,30,17,27,25,15,7,5,4,151,21,30,55,26,42,21,17,30,41,277,1783,4219,2941,1659,1741,889,440,744,204,14614
POA6028,38,14,152,68,62,59,21,32,7,459,0,0,0,5,0,8,0,3,0,10,12,19,14,17,0,3,6,10,0,81,19,16,30,14,19,14,9,13,21,146,1193,2331,1577,837,1016,515,240,321,130,8164
POA6029,3,3,9,4,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,17,3,0,0,3,0,0,0,0,3,19,203,430,127,81,94,46,11,24,10,1033
POA6030,84,22,268,129,94,88,32,75,3,795,0,3,0,6,0,5,0,0,0,20,17,27,26,26,15,8,7,19,3,145,23,21,64,40,35,41,31,44,55,358,1314,2475,2649,1546,1365,699,499,786,207,11553
POA6031,27,8,142,65,63,42,16,36,0,405,0,0,0,4,0,0,0,3,0,8,8,6,11,13,3,0,12,4,0,66,12,10,30,13,17,14,16,12,17,136,535,1165,1266,748,762,349,255,330,75,5487
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,13,0,5,4,0,3,3,65
POA6033,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,9,23,28,17,10,15,3,3,4,3,110
POA6034,3,0,25,13,10,8,3,6,0,65,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,5,3,0,0,0,3,0,16,52,111,161,105,86,43,27,32,6,626
POA6035,18,3,68,36,22,13,9,19,0,199,0,3,0,0,0,0,0,0,0,6,3,4,3,0,0,4,4,3,0,16,4,8,20,8,10,11,10,11,3,75,226,427,618,324,243,139,138,205,26,2350
POA6036,28,10,130,61,54,46,20,31,4,380,0,0,7,0,0,3,0,0,0,11,3,7,9,7,0,5,8,3,0,43,18,21,27,14,17,18,13,21,12,166,482,982,1100,682,526,304,230,296,55,4648
POA6037,0,0,23,12,9,7,10,9,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,5,3,0,3,4,3,3,26,56,113,204,87,74,50,62,83,11,752
POA6038,14,6,64,29,34,23,10,15,0,195,0,0,0,0,0,0,0,3,0,3,0,3,3,10,3,0,8,0,0,22,8,5,12,14,4,12,11,4,3,76,211,472,559,367,283,150,99,152,14,2312
POA6041,4,0,7,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,3,3,3,0,17,21,38,75,32,41,12,25,37,5,287
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,3,3,0,18
POA6043,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,0,4,0,3,8,0,38
POA6044,0,0,6,6,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3,0,16,38,35,60,23,27,14,23,57,5,283
POA6050,37,6,90,30,24,17,3,10,0,219,0,0,3,3,0,0,0,0,0,9,17,23,5,7,7,6,0,8,0,84,13,16,13,10,3,5,6,5,12,85,981,2697,521,481,614,337,91,162,75,5953
POA6051,36,5,120,41,26,21,20,20,0,289,3,3,3,0,0,0,0,3,0,13,10,15,3,11,6,0,5,4,3,59,11,8,15,9,13,7,10,11,19,99,662,1962,715,585,603,271,222,303,53,5379
POA6052,31,10,60,24,17,20,6,15,6,190,0,0,0,0,0,0,0,0,0,4,9,23,8,12,7,0,0,0,3,65,0,12,14,11,9,4,3,3,4,66,656,1652,533,342,456,251,84,153,62,4179
POA6053,34,4,98,37,22,24,11,36,6,265,0,0,0,0,0,0,0,4,0,7,12,28,4,10,9,3,3,3,3,75,5,16,21,5,13,10,10,8,15,97,745,1958,819,549,616,275,160,250,85,5454
POA6054,37,13,123,60,54,23,23,25,3,356,3,0,6,0,0,3,0,0,0,13,13,10,8,14,18,0,3,0,0,72,19,17,30,24,30,11,20,26,24,192,694,1816,1141,791,820,329,285,348,80,6306
POA6055,48,9,153,77,56,37,44,38,5,469,0,0,0,3,3,0,0,3,0,4,6,14,21,21,9,3,16,10,4,99,18,7,17,11,11,18,20,13,29,150,831,1730,1397,894,895,406,497,352,105,7101
POA6056,65,21,243,127,75,71,55,70,4,725,0,4,0,3,0,3,4,0,0,26,13,23,26,23,22,11,21,14,5,151,28,21,59,33,27,21,45,51,46,333,1132,2224,2374,1398,1330,618,686,728,161,10653
POA6057,29,8,92,53,50,28,23,40,0,325,0,0,0,0,0,0,0,0,0,5,7,9,15,7,5,0,8,4,3,64,8,7,22,8,20,10,24,8,21,130,525,914,1170,568,627,237,365,263,69,4744
POA6058,22,3,83,35,41,20,26,30,0,261,0,3,0,0,0,0,0,0,0,9,6,9,5,3,11,0,7,8,3,48,0,7,24,7,11,12,21,12,23,112,310,570,922,450,476,190,282,237,74,3509
POA6059,51,13,140,82,48,35,20,21,5,411,0,0,3,0,0,0,0,3,0,8,19,18,12,6,13,12,7,9,5,100,11,19,19,20,17,15,7,16,19,150,1035,2446,1121,773,929,492,233,378,90,7505
POA6060,53,14,179,74,46,47,22,28,3,471,0,0,0,0,3,0,4,3,0,20,14,19,16,13,15,10,6,5,4,101,18,15,24,19,16,10,12,19,24,143,1096,3149,1343,944,1061,560,321,527,106,9110
POA6061,69,20,296,145,64,63,73,70,5,813,7,3,7,7,0,3,6,17,5,55,15,11,27,23,19,13,27,20,4,169,7,20,53,43,31,22,39,60,77,344,830,2255,2016,1728,1229,674,738,1074,207,10746
POA6062,54,17,252,96,93,66,36,58,11,678,4,0,4,4,0,5,0,7,3,22,14,20,13,14,28,5,15,12,4,120,20,19,43,33,21,16,31,34,43,262,1036,2539,1969,1123,1286,665,470,637,173,9901
POA6063,15,5,92,44,24,20,25,25,3,261,0,0,0,0,0,0,0,4,0,12,0,10,16,9,6,3,11,5,0,60,8,12,25,10,14,9,16,17,21,127,298,658,827,543,469,257,244,305,75,3669
POA6064,45,11,168,87,73,52,32,72,7,540,0,0,0,0,3,0,7,9,0,22,5,7,9,11,12,0,13,15,7,86,6,13,51,24,19,20,37,74,51,301,536,1300,1581,1105,864,493,449,727,146,7202
POA6065,133,44,411,207,177,158,50,108,12,1307,0,0,0,0,0,6,3,3,0,20,27,46,27,41,23,13,23,14,12,231,36,29,71,40,59,41,39,55,67,434,2313,5043,4193,2338,2635,1220,845,1102,309,19994
POA6066,36,9,119,57,45,49,19,28,0,365,0,0,0,4,5,0,0,6,3,25,3,5,15,5,6,5,7,6,5,58,8,14,39,12,5,13,13,18,17,139,513,1013,1090,700,647,353,332,318,83,5051
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,94,31,264,177,126,101,70,73,12,948,0,3,0,0,0,6,3,0,0,17,22,24,16,32,17,16,25,15,5,173,24,14,46,40,36,33,42,30,40,300,1399,2374,2535,1660,1569,786,809,674,169,11969
POA6070,8,3,9,13,6,0,4,4,0,40,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,17,3,0,3,0,0,3,0,0,3,17,218,557,155,114,114,50,28,29,21,1284
POA6071,3,0,14,5,3,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,8,3,6,3,5,0,3,0,0,0,20,177,407,190,139,121,46,39,48,12,1178
POA6072,3,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,12,34,80,60,30,27,10,7,11,4,272
POA6073,0,0,16,8,5,4,3,3,0,32,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,16,6,3,5,0,0,3,0,3,0,26,138,261,166,84,89,49,52,44,16,896
POA6074,3,3,0,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,35,87,76,36,38,13,14,11,4,320
POA6076,34,14,88,40,43,33,7,16,4,278,0,0,0,3,0,3,0,3,0,12,10,20,7,17,9,10,3,3,3,83,17,9,30,12,25,6,12,12,12,134,1035,2150,1184,661,811,325,220,259,86,6741
POA6077,3,0,5,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,5,17,73,86,85,38,59,23,21,17,7,403
POA6078,0,0,3,0,7,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,3,16,49,52,64,23,37,19,11,17,3,273
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3
POA6081,3,5,30,11,7,3,8,9,3,77,0,0,0,0,0,0,0,0,0,3,3,3,6,0,4,0,0,0,0,13,3,3,4,3,7,3,0,3,4,36,202,436,351,165,185,58,75,77,19,1580
POA6082,5,0,19,5,10,3,3,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,16,3,3,6,4,3,0,3,3,3,33,107,247,255,122,103,40,51,59,20,997
POA6083,5,3,14,7,7,3,3,3,0,49,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,0,0,16,0,0,13,6,7,3,7,3,3,43,182,254,268,124,120,49,52,66,28,1144
POA6084,16,4,38,20,27,12,16,14,0,145,0,0,0,0,0,0,0,0,0,3,3,8,0,4,8,0,9,0,0,37,8,5,26,9,14,9,14,16,10,121,291,435,603,237,310,107,173,189,41,2376
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,34,10,123,63,32,24,20,25,0,323,0,0,0,0,0,0,0,0,0,8,10,13,11,13,6,3,4,7,4,69,8,11,15,15,4,5,7,13,15,93,796,2099,811,591,642,335,181,348,77,5880
POA6101,26,9,152,53,34,37,12,29,3,351,0,0,0,3,0,3,0,4,0,11,18,16,9,9,8,4,0,5,3,73,12,8,20,12,9,8,5,17,22,102,765,2317,970,604,685,302,179,359,76,6246
POA6102,18,3,87,40,17,12,6,19,0,198,0,0,3,3,0,0,0,8,0,14,4,5,7,5,9,3,5,10,4,57,6,11,12,12,0,5,9,13,17,82,312,1147,572,475,361,267,202,396,50,3772
POA6103,23,6,98,44,21,13,23,24,0,251,0,0,0,0,3,0,0,0,0,11,3,7,7,3,3,0,7,12,3,50,7,5,11,9,12,0,4,20,13,80,410,1114,617,408,412,207,182,242,54,3652
POA6104,22,5,102,41,35,31,22,30,4,292,0,0,0,0,0,0,0,0,0,6,8,11,10,5,8,4,3,8,5,57,8,7,20,22,14,4,13,18,19,133,501,1126,897,526,523,246,264,288,77,4446
POA6105,30,7,105,49,30,28,18,32,0,303,0,0,3,0,0,0,0,0,0,6,3,3,8,10,12,4,10,8,0,56,5,8,18,15,13,10,16,14,7,107,400,988,893,534,520,244,253,331,54,4224
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
